Date,Source,Text
2023-10-25,YouTube Comment,october 2023 fiat 500e club on facebook the high voltages in an ev requires mechanics to have safety training and special equipment may be needed in fact my nearest fiat dealer cant service my la prima because of lack of training and equipment
2023-09-22,YouTube Comment,quentin where did you get the idea that evs are better for the environment than ices not from robert llewelyn by any chance because he is totally deluded while we have in the uk some renewable generation they do not go to charging electric cars or heat pumps for that matter essentially electric cars are powered by gas it would be better to cut out the middle man and go for propane to power ic engines which would be far more efficient there are a large amount of losses between generation and consumer the reason is how our grid works nuclear and renewables run at maximum available at all times so cannot respond to the extra load evs put on the grid this is met by gas which can respond and provide the extra power the government put the horse before the cart they should have decarbonised the grid first but that can only be done by nuclear renewables havent a hope they are practically and technically unsuited for large scale grid supply dont take my word for it an inteligent assessment of this site shows real time grid performance httpswwwgridwatchtemplarcouk note particularly the red and blue in the second column of graphs red being gas and blue being wind and bear in mind that wind is always at maximum gas is variable and can rise to meet extra demand
2023-09-02,YouTube Comment,smart move to reduce the price as it was silly when launched the new mini will give the 500 some competition enjoyed the video
2023-08-29,YouTube Comment,its slower than many mundane cars from the sixties hardly progress
2023-08-29,YouTube Comment,i solove the fiat 500e its shape is just perfect but i disagreed its the best small car i have a zoe gt line and has a range of 240miles and can seat 3 in back just i paid approx 28k with renault discount at the time it has some physical controls and not all touch screen which i prefer yes its not perfect its not as good looking as the fiat call me a victor meldrew but i dont believe the high cost of small evs i wont be changing my ev any time soon but will continue to keep a close eye on fiats line up
2023-08-27,YouTube Comment,wish you would do more reviews quentin such a natural and fluid style and just takes me back to 90s top gear checking out the latest lexus or jaguar
2023-08-27,YouTube Comment,i still remember when quentin reviewed a lada riva lol
2023-08-27,YouTube Comment,the best objective review thank you how does it compare to some of the latest chinese evs
2023-08-26,YouTube Comment,34k for a small 2 seat car crazywait a couple of years and they will be half that price
2024-03-02,YouTube Comment,paulharrison7761 i have not my car is petrol 😎
2023-08-26,YouTube Comment,as an owner of a rose gold 500e with the 42 kwh drivetrain i agree with quentin most enjoyable car ive driven in half a century of motoring that includes numerous warm hatches such as the peugeot 205 gti
2024-02-07,YouTube Comment,totally agree with youonly a few cars have ever made me smilethis is 100 one
2023-08-26,YouTube Comment,its still a fiat a brand renowned for poor build quality and unreliability
2023-10-06,YouTube Comment,my mums had one fir years never had a days trouble so i got on if these suits me perfectly
2023-10-07,YouTube Comment,look again at the build quality of the all new 500e the 500e is built along side the maserati levante in the same factory in northern italy while the smaller petrol powered 500 is still made in poland we have ordered a 500e cabrio in rose oro with virtually every optional we have on our 2020 maserati levante gran sport diesel i see the same attention to fit and finish in both motor cars both are winners
2024-03-02,YouTube Comment,more reliable than the chargers youll be relying on though dont buy one
2023-08-26,YouTube Comment,i like mr wilsons reviewing style but evs cleaner air but at what price no lithium recycling facilities dirty dangerous lithium and rare earth supply chains including the sea floor licenced to be ploughed raped for more lithium the motor manufacturing industry is a corrupt shark that apparently has to keep swimming with a default position of that of liars what would suit the environment better are other forms of tech and we all keep our vehicles 1020 years but the industry just has to keep pumping out product evs emperors new clothes
2023-08-26,YouTube Comment,great review as always from the only car journalist who has transcended the worlds of tv car shows and youtube the 500e is selling well here in france too more cars of this size and perhaps the next notch up are needed especially now the fiesta is no longer in production
2023-08-26,YouTube Comment,would be greater if they made an honest 2 seater version with flat storage area
2023-08-26,YouTube Comment,id have one in a flash if it was just me and the wife in the house sadly and not sadly we have a full family to cart about so we need something bigger
