Date,Text,Car
2023-09-21,nice little hatch   why slap a jeep badge on it since it doesnt have any jeepiness  why debase the brand,Jeep Avenger
2023-09-21,looks like a car thats all show and no go,Jeep Avenger
2023-09-21,the jeep wave only pertains to those who drive wranglers but the ducking is for all jeep owners to participate in,Jeep Avenger
2023-09-21,i love the brand i have a wk2  a bu i think this looks great but the cheap plastics and lack of awd is disappointing,Jeep Avenger
2023-09-21,"the american style x petrol cans are known as jerry cans
jerry was the offensive name for the enemy ending with the sound y that was adopted by the us for the germans in ww2 see also charlie haji
jerry cans were known as such because they were what the germans had as with most things german they had actual engineering in their design unlike allied cans which were mainly made of tin foil
dan dun dun dun
rainbow star",Jeep Avenger
2023-10-13,it reminds me of a mouse,Jeep Avenger
2023-09-21,the jeep wave where i live is just between wranglers you know real jeeps ,Jeep Avenger
2023-09-21,the jeep wave is for wranglers cjs etc   real off road jeeps,Jeep Avenger
2023-09-21,thats not a jeep no 4 wheel drive and no 4x4  its not a jeep,Jeep Avenger
2023-09-21,hi rory great video again but i do miss more direct and tough conclusion this plastic car is obviously a huge mistake you say it your self an american jeep that will never be sold in usa why because its not a real jeep huge fail,Jeep Avenger
2023-09-20,jeep charokee lil brother on silent mode,Jeep Avenger
2023-09-20,car of the year is s scam since ages and actually it makes anti advertising for cleaver people this days,Jeep Avenger
2023-09-20,watch the carwow video review and avoid this car,Jeep Avenger
2023-09-20,nice review,Jeep Avenger
2023-09-20,europe does things better so are electric cars getting better this one might be the best i have seen,Jeep Avenger
2023-09-22,,Jeep Avenger
2023-09-20,"the car of the year is toyota corolla hybrid estate 2lt version for me all you need from a car 
economy space sportiness reliability what else you need",Jeep Avenger
2023-09-20,jeep joke  what does jeep stand for just empty every pocket,Jeep Avenger
2023-09-20,"mat from carwow  gave it a shortlist despite the fact it broke down 4 times during the review and he clearly hated it wonder how much jeep paid him the video was taken down shortly after wonder why

the car looks horrifically cheap and jeep are one of the most unreliable brands out there",Jeep Avenger
2023-09-20,the interior is soo cheap looking  it really isnt good enough for a 2023 car,Jeep Avenger
2023-09-20,good review the car seems to me to be a perfect example of how to sell a cheaply built car for lot of money but arent they all the same these days id personally rather buy a one or two year old high spec german car for the same money but thats just my opinion,Jeep Avenger
2023-10-01,never buy a jeep with their awful reliability,Jeep Avenger
2023-10-04,ishdeephora5077 never buy a jeep a peugeot or a vauxhall,Jeep Avenger
2023-10-24,"both a brand new jeep and 12 yo german car are going to be about as reliable as each other 
buy japanese or korean instead",Jeep Avenger
2023-10-24,gdsamplify its not just the reliability its the overall build quality is st with stelantis vehicles i speak from experience,Jeep Avenger
2023-12-04,ishdeephora5077 im driving an 05 jeep cherokeelibby and no issues,Jeep Avenger
2023-12-11,a perfect example of how to sell a cheap plasticy car for a lot of moneywelcome to most evs lol,Jeep Avenger
2024-03-19,and spend half of the purchase price on repairs as soon as the factory warranty expires it blows my mind that people still think german cars are reliable quality  of assembly and materials does not automatically equate to durability or dependability but the german pr spin machine is strong,Jeep Avenger
2024-03-19,redline589 ive had vastly different experiences so maybe owner  driver error,Jeep Avenger
2024-03-19,carlosf6828spending  half the purchase price on repairs after the warranty expires would be an enormous amount of money for which any manufacturer would rightly so gain bad press for i dont know this to be the case for any manufacturer unless you have evidence to the contrary,Jeep Avenger
2024-03-19,carlosf6828yeah drivers side window falling into the door on a cold day using the electric window switch is driver error lol,Jeep Avenger
2024-03-20,redline589 we have two stellantis products and theyve been pretty problem free for the several years weve owned them but ive replaced failing window regulators on other makes ive owned both on a honda element and on my audi tt thats not an issue unique to stellantis cars,Jeep Avenger
2023-09-20,did you say 36kcant wait for the arrival of chinese brands en masse these car companies are milking us even tesla dropped their prices recently they kmow whats coming,Jeep Avenger
2023-09-20,my shoe is bigger than this car said arnold shweger once,Jeep Avenger
2023-09-20,and by the way its been judged by rory its going to be removed as well,Jeep Avenger
2023-09-20,it has been reviewed by carwow and since its given an atrocious result has been removed never to find,Jeep Avenger
2023-09-20,got their money out of that b roll shot,Jeep Avenger
2023-09-20,hmm i have 36k to spend on a new electric car which should i go for the jeep avenger or the mg4 xpower tough decision ,Jeep Avenger
2023-10-01,neither,Jeep Avenger
2023-10-01,mrmannyhw i dont imagine you would buy an electric car of any description,Jeep Avenger
2023-10-01,jeremyradford5103 most likely would get tesla 3 or polestar 2  ,Jeep Avenger
2023-10-01,mrmannyhw  great cars but considerably more expensive i love my model 3 and wouldnt change it for the world but it was 50k new and more than many can afford,Jeep Avenger
2023-09-20,"with this awful interior finish hard plastic everywhere that comes loose and overpriced as small ev how did this car won the european title
and on the other side the brilliant mg4 didnt even get to the 7 finalists",Jeep Avenger
2023-09-20, same way they got mat from carwow to give it a shortlist when he clearly hated it and it broke down on him 4 times in a single drive,Jeep Avenger
2023-09-20,rory reid is a rock star but that jeep is minging and oxfordshire county council should be charging rent one the use of harrys corner,Jeep Avenger
2023-09-20,swear thats a dacia,Jeep Avenger
2023-09-20,car of the year,Jeep Avenger
2023-09-21,how much was the bribe,Jeep Avenger
2023-09-20,car of the year a jeep uh  no,Jeep Avenger
2023-09-20,america doesnt want it its electric its ugly and not capable enough my 2012 jeep liberty looks better than that also he never got the memo either the jeep wave and ducks are only for wranglers,Jeep Avenger
2023-09-20,20 seconds inadvertcome onnnn,Jeep Avenger
2023-09-20,there is really nothing wrong with the design of this thing my problem is that it is electric and has allthese annoying nannys and beeps and safety tech that real car people dont want or needthen again most real car people wont buy this thing ,Jeep Avenger
2023-09-20,all modern cars have the same safety tech for euro ncap nothing to do with being an ev,Jeep Avenger
2023-09-21,dreadpirateflappy yeah thats not what i said i mewnt 2 seperate things i dont like it number 1 becauae it is electric and number 2 because it has all that stupid tech nobody needs if they would dtay off their phones while driving and just drive,Jeep Avenger
2023-09-20,plastics made out of fossil fuel off course nut zero the gift that keeps on giving,Jeep Avenger
2023-09-20,possibly but using it to fuel the car and then wasting 70 of it in thermal losses would be doubly stupid,Jeep Avenger
2023-09-20,a fiat jeep for southern europe i guess,Jeep Avenger
2023-09-20,im guessing its about  12k on the road yeah ,Jeep Avenger
2023-09-20,i would personally prefer a voice without a background music,Jeep Avenger
2023-09-20,the interior design is very disappointing  i love the exterior though,Jeep Avenger
2023-09-20,this jeeplooks cheap not in a good way,Jeep Avenger
2023-09-20,the question to be asked here is to what extent is the avenger environmentally friendly or responsibly moving towards sustainable energy considering the amount of plastic they are using just in one car i think its high time automakers seriously consider the materials with respect to sustainability when designing and engineering a vehicleprofit at the cost of the environment when you are yourself trying to show that you are moving towards a more sustainable future doesnt portray very promising endeavors and is a cheap shot,Jeep Avenger
